Age,Income,Employment Duration,Debt,Credit Score,Number of Dependents,Marital Status,Loan Amount Requested,Loan Duration,Loan Approval
46,1156,7,4770,799,1,Married,6988,50,0
61,9926,20,5833,834,0,Single,14734,42,0
41,8162,21,8205,443,3,Married,3881,42,0
20,9055,17,7002,355,0,Divorced,13395,22,0
37,5654,1,2293,305,1,Divorced,12203,10,0
63,12468,8,2045,841,2,Single,10898,24,1
32,1154,2,1037,746,2,Divorced,3685,9,0
42,8950,25,6242,684,5,Divorced,7179,44,0
47,16323,20,9651,606,4,Divorced,6806,60,0
31,18380,29,8448,601,2,Married,13073,54,1
24,5626,27,6162,704,1,Single,1364,48,0
34,15259,35,4073,809,2,Single,8746,43,1
61,15873,25,1283,372,3,Single,5171,50,0
37,14016,33,6732,564,0,Single,10772,49,1
53,10369,7,5945,526,0,Divorced,1057,35,0
26,1153,9,3487,492,1,Married,13518,37,0
55,8853,13,2184,673,4,Divorced,9684,42,1
65,13379,39,8550,309,0,Divorced,13588,32,0
39,16792,14,3187,601,2,Divorced,4791,37,1
19,6599,16,9417,658,3,Divorced,947,47,0
41,19100,17,5495,351,4,Single,2321,16,0
25,15785,31,2297,398,4,Single,4319,46,0
28,12049,37,7097,312,4,Married,14402,18,0
30,1786,22,8469,689,0,Divorced,11664,40,0
34,5368,22,3544,656,5,Single,591,22,0
25,15923,34,6831,310,4,Married,1107,35,0
38,5272,38,391,380,1,Divorced,9943,23,0
35,6994,14,968,560,2,Divorced,785,42,1
47,8011,23,5151,305,5,Single,3421,53,0
35,15086,27,4364,757,3,Divorced,11998,35,1
63,10261,15,3307,672,2,Divorced,601,31,1
64,19733,15,6125,780,1,Single,4335,60,1
48,8011,39,4370,521,1,Married,8669,21,0
55,2212,38,4838,380,5,Married,4735,16,0
49,15141,5,8277,814,2,Single,13622,59,0
28,10344,1,3134,359,0,Single,10370,9,0
62,7704,12,1054,520,1,Married,12515,46,1
42,16896,8,3729,648,4,Married,8009,20,1
50,19895,33,2669,527,3,Single,7216,17,1
55,1143,16,275,589,3,Single,1034,32,1
58,11681,26,5717,592,1,Single,7166,53,1
25,8367,28,9297,492,4,Divorced,8707,9,0
28,4228,36,8022,773,2,Single,9252,40,0
39,5582,21,8000,556,3,Divorced,3425,26,0
41,14147,23,128,805,4,Married,11075,41,1
58,12397,6,7077,687,4,Married,1409,7,0
34,7031,33,4326,697,0,Single,10105,56,0
29,5243,11,3568,665,1,Single,5508,44,0
63,14647,22,7622,589,4,Married,618,33,0
49,12496,14,8080,608,2,Married,12754,39,0
32,10549,32,2402,577,3,Married,3613,38,1
33,16146,12,1647,763,0,Married,11752,55,1
39,5185,22,3556,488,2,Single,6653,13,0
45,13486,37,2193,477,3,Divorced,1991,13,0
37,8328,31,3104,827,1,Married,2596,47,1
50,17684,34,4355,674,2,Married,8444,55,1
27,18107,0,2134,753,3,Divorced,2754,27,0
57,4010,4,9034,516,0,Single,9205,32,0
49,6555,12,3903,341,3,Divorced,6603,33,0
50,1067,4,3613,493,4,Single,1733,16,0
19,13185,31,8583,626,0,Single,5758,32,0
50,19890,20,2279,672,2,Single,12824,60,1
50,2537,23,9092,764,5,Single,10171,6,0
58,17781,17,1152,462,1,Single,6131,44,0
30,12549,20,1294,575,0,Married,3849,33,1
47,6680,9,8657,663,0,Single,10232,32,0
50,9747,23,5289,779,0,Married,629,13,0
30,16116,39,3245,759,3,Single,4216,51,1
43,3941,20,6068,564,4,Married,7254,29,0
39,11849,24,6716,838,5,Divorced,4243,56,0
56,8067,22,6654,685,1,Divorced,2271,45,0
19,11151,21,8679,384,1,Married,4954,56,0
55,18985,3,2938,615,4,Single,7270,59,1
56,18864,33,2626,542,3,Married,11767,41,1
43,16126,5,949,768,3,Married,14410,60,1
63,16613,27,9241,641,4,Single,14369,29,0
32,7447,30,4075,476,4,Divorced,7750,47,0
51,6499,34,9582,429,2,Married,5773,27,0
59,7273,38,9275,382,3,Divorced,9197,15,0
61,2299,22,1658,659,0,Divorced,6128,9,0
57,7701,5,6932,387,1,Divorced,5413,13,0
28,5994,15,8053,831,3,Married,13581,44,0
20,16627,1,6959,770,4,Married,9530,20,1
23,8489,23,1817,797,0,Single,12563,13,1
26,9269,16,8382,806,2,Single,5218,34,0
23,3831,0,460,653,5,Married,3176,47,0
26,12602,5,7971,715,2,Single,596,44,0
56,12819,4,6015,350,0,Divorced,2463,56,0
48,18916,28,6376,362,0,Divorced,5901,40,0
49,2996,11,2521,388,4,Married,14512,46,0
58,12619,38,3476,489,5,Divorced,8267,53,0
29,17661,2,2705,647,4,Married,11558,19,1
25,4089,0,4366,837,1,Married,12718,37,0
25,1523,26,9349,475,5,Married,1098,12,0
45,13410,23,27,663,5,Divorced,11673,49,1
37,16732,18,4231,782,1,Married,4463,38,1
64,9167,7,6548,418,2,Married,9120,53,0
24,6190,1,3024,468,0,Single,14354,40,0
28,5575,29,1264,446,2,Divorced,7793,32,0
37,8727,29,9047,736,4,Married,12473,6,0
33,16378,38,6587,738,3,Single,1824,11,1
21,2797,31,6577,488,4,Married,11282,7,0
23,3131,0,1251,459,3,Divorced,11106,12,0
39,15900,37,3870,701,0,Single,14640,13,1
43,18199,12,1326,317,0,Single,8611,50,0
20,12332,10,6177,439,5,Married,2267,34,0
58,7666,9,9217,414,0,Married,5664,21,0
59,17526,25,361,627,1,Divorced,10208,34,1
31,13479,19,1218,524,1,Divorced,1839,36,1
28,2410,16,605,738,3,Married,12786,27,1
35,13665,16,5959,849,2,Single,14887,58,1
29,1534,3,1670,685,5,Divorced,13351,15,0
40,4364,4,4443,820,2,Divorced,12095,9,0
29,18416,22,1277,552,3,Single,11238,30,1
30,4342,9,398,397,1,Married,9668,58,0
42,14465,27,2172,370,4,Divorced,14129,18,0
62,5500,32,2810,850,5,Single,14221,22,0
36,2172,25,6274,746,3,Divorced,6966,45,0
63,9007,28,5681,389,2,Single,10306,13,0
53,2641,26,2939,729,3,Divorced,10276,28,0
62,17855,17,9013,518,3,Married,14041,12,0
25,9738,39,944,406,0,Single,5963,37,0
46,5726,9,5965,775,1,Divorced,5990,29,0
49,12789,4,6348,753,5,Divorced,4561,6,1
61,12017,9,7770,843,0,Single,13343,52,0
35,1363,20,7099,425,1,Single,8104,52,0
23,11358,23,1196,446,3,Married,1770,56,0
35,4309,37,1212,579,1,Single,718,41,1
36,17929,2,823,323,2,Divorced,1033,32,0
39,4240,39,7084,419,5,Married,8451,11,0
54,7665,30,535,596,0,Single,10187,47,1
49,13921,40,3010,381,5,Divorced,10065,36,0
58,2936,36,7537,747,3,Single,12831,17,0
20,14968,1,949,769,2,Divorced,4323,31,1
45,12197,1,543,722,1,Divorced,12641,30,1
27,12998,38,3900,844,1,Married,564,9,1
52,1882,33,4224,323,2,Married,4841,11,0
46,7923,19,2866,360,1,Single,5582,51,0
32,14708,32,2246,383,0,Married,14396,18,0
50,6204,3,1836,524,4,Single,11834,30,1
24,8288,10,8268,485,1,Married,10416,36,0
29,4203,4,8560,674,3,Married,10897,27,0
47,3244,24,6976,371,1,Single,3485,58,0
38,1018,36,348,373,5,Married,6094,40,0
48,18025,33,4601,640,3,Married,4413,26,1
41,4083,8,4333,452,1,Married,9740,20,0
37,9521,5,5399,395,1,Married,8517,8,0
54,18249,17,5696,744,3,Single,12346,42,1
21,1773,13,1455,409,0,Divorced,11564,50,0
45,5732,18,2185,757,4,Single,4755,31,1
61,7795,13,7436,350,4,Single,1504,52,0
37,7984,39,3811,676,0,Single,2622,22,1
41,3567,16,7309,372,1,Married,14973,43,0
49,17121,34,8086,511,4,Married,14729,60,1
58,2674,28,3682,731,0,Divorced,13266,55,0
53,11875,16,1846,467,0,Married,7196,40,0
51,12572,7,1854,630,4,Divorced,14114,46,1
53,1739,0,2985,793,3,Divorced,4481,13,0
19,2545,35,2894,442,2,Married,13174,57,0
32,10327,6,7496,744,3,Divorced,971,16,0
51,6127,4,558,693,1,Single,3905,29,1
53,10065,23,2896,811,3,Single,808,48,1
23,11492,27,1254,627,5,Single,8195,13,1
56,14749,16,1681,558,2,Divorced,11626,59,1
59,10045,36,5271,736,2,Divorced,13488,35,0
29,19667,19,6283,648,0,Single,8207,6,1
20,10521,2,8854,814,5,Married,3547,39,0
62,9669,36,3325,748,1,Single,10613,25,1
35,12283,25,1241,698,0,Married,14640,41,1
57,7998,14,3143,513,3,Married,11691,39,1
38,14440,7,3037,845,3,Divorced,2517,39,1
32,13697,12,8353,588,4,Divorced,13866,18,0
50,14733,2,1781,558,0,Married,5381,59,1
52,2269,0,4675,557,5,Married,1978,58,0
43,8868,8,1477,687,0,Married,11044,57,1
25,13373,30,7148,844,0,Divorced,4697,11,0
53,19987,40,7551,564,0,Single,8221,41,1
65,6961,25,106,612,2,Married,5370,30,1
47,16734,16,2668,339,4,Divorced,3959,32,0
40,10661,33,4935,509,1,Single,12446,52,1
59,9569,8,7270,571,1,Divorced,9923,60,0
61,8557,12,1164,435,1,Single,5934,36,0
31,19064,4,1157,359,2,Divorced,11812,8,0
31,9433,40,2246,809,4,Single,1071,33,1
19,16653,12,6653,814,5,Married,4089,9,1
54,10111,0,8858,314,4,Divorced,8839,22,0
22,6682,24,7649,554,2,Single,6418,43,0
55,16479,3,511,834,5,Single,12135,39,1
62,16047,35,8441,534,0,Single,1096,25,0
58,9084,9,888,430,3,Married,5573,18,0
64,17453,27,9215,316,0,Divorced,1570,52,0
31,7200,5,7983,484,1,Single,12437,10,0
56,11278,26,8791,690,0,Married,4750,29,0
42,3007,11,3022,722,2,Married,4825,56,0
37,16802,2,2530,741,1,Married,3871,43,1
19,14329,32,6315,311,3,Married,657,22,0
56,3779,9,2064,819,5,Married,9614,36,0
23,1755,30,9950,379,5,Married,3818,33,0
34,7495,14,5413,601,1,Married,7211,6,0
42,11187,6,6537,515,0,Divorced,13962,7,0
45,10513,35,3569,547,4,Divorced,11038,38,1
19,19714,13,1242,840,4,Married,12742,45,1
52,18400,13,4329,571,5,Single,7721,34,1
54,8347,2,1925,432,4,Single,9938,9,0
22,15249,2,3395,304,1,Single,9457,23,0
18,15879,21,440,841,4,Married,12343,60,1
57,15057,18,5231,440,2,Single,3112,29,0
29,13057,34,8181,782,5,Divorced,5062,37,0
53,5938,11,2743,604,3,Divorced,12520,14,1
62,1737,4,8039,644,4,Divorced,13273,52,0
40,7200,9,8198,569,2,Divorced,14363,21,0
64,9371,40,1586,407,2,Married,943,26,0
48,17615,32,825,773,1,Divorced,6473,35,1
28,19301,12,3824,381,5,Single,1404,8,0
27,9534,34,1268,383,1,Single,3410,38,0
20,3623,31,7615,589,3,Divorced,11901,36,0
31,9646,10,3436,370,3,Divorced,2301,50,0
33,14543,37,8089,474,0,Divorced,1425,19,0
27,13817,23,1310,762,3,Single,12413,11,1
46,19660,34,9819,694,5,Single,14765,10,1
27,5497,18,9228,390,5,Divorced,13079,34,0
29,8933,5,477,768,1,Single,14021,60,1
47,19519,39,8906,733,2,Single,8351,42,1
58,7727,34,9868,548,0,Married,6430,41,0
18,13156,3,2162,540,3,Divorced,9443,26,1
22,18949,32,508,795,2,Divorced,9926,17,1
37,17692,12,7319,639,1,Married,3422,51,1
25,9627,35,381,770,4,Married,9354,28,1
60,9368,18,9372,762,0,Single,8055,19,0
29,17522,11,1845,574,5,Married,14207,48,1
18,17577,10,7300,314,2,Divorced,11887,59,0
37,16577,5,9910,340,1,Divorced,10276,47,0
45,14472,11,9292,507,1,Divorced,1419,15,0
60,1942,26,8909,359,0,Single,5504,32,0
54,5620,40,7717,664,0,Single,4719,46,0
64,17195,24,8509,539,3,Divorced,8759,7,1
54,12154,2,4629,459,3,Divorced,5070,19,0
29,7353,2,5704,696,5,Single,4953,12,0
54,10145,19,1776,799,5,Single,10458,22,1
61,10494,27,8103,508,0,Married,6075,25,0
45,14562,22,2284,432,0,Single,14157,13,0
64,3880,2,1244,680,2,Single,2453,25,1
32,1545,23,1333,732,3,Divorced,3068,41,0
23,15132,39,3669,688,1,Divorced,8445,10,1
61,14304,5,1200,731,3,Divorced,4208,18,1
37,2927,19,1794,573,3,Married,14694,44,0
31,17388,10,6181,650,0,Single,5428,43,1
19,12673,31,1454,433,0,Married,11363,22,0
26,16372,26,1933,365,3,Single,3899,11,0
54,3663,20,746,504,4,Single,10045,24,1
37,16033,12,7370,597,4,Divorced,7070,30,1
43,10465,21,9032,416,5,Single,13796,8,0
46,4326,34,7973,566,3,Married,942,46,0
18,4659,21,6827,448,4,Divorced,1100,58,0
52,18515,27,9280,493,5,Married,11858,33,0
23,5763,20,792,478,5,Married,12634,31,0
54,11828,17,6927,447,3,Divorced,11501,52,0
22,15820,30,1267,764,5,Single,14262,13,1
50,12221,36,9742,304,0,Married,12080,60,0
31,12211,20,6369,825,0,Single,5082,20,0
29,14569,13,2690,579,0,Divorced,3286,6,1
59,6092,24,7874,798,1,Single,3195,45,0
37,7022,26,292,735,0,Single,12340,28,1
41,13569,39,6864,515,0,Divorced,2552,41,0
60,14515,22,4022,814,3,Single,1131,59,1
51,7159,30,9596,436,4,Married,3942,47,0
42,14223,28,1648,579,4,Married,2254,21,1
46,9445,29,5171,431,0,Married,7520,55,0
56,12022,25,9589,692,0,Single,11725,9,0
48,4044,19,1693,780,0,Married,10270,13,1
64,10612,37,6710,812,5,Single,13999,41,0
60,6636,18,1037,718,3,Single,525,15,1
40,12593,26,3852,501,3,Single,8446,57,1
61,17179,24,5459,761,3,Single,10901,35,1
55,3892,39,9754,501,4,Divorced,7797,41,0
37,6812,37,9304,451,1,Married,7053,21,0
40,1654,22,7048,521,4,Married,6259,35,0
62,18143,28,6184,378,3,Single,8255,49,0
33,2798,14,9483,499,2,Divorced,13884,15,0
59,6159,2,1161,398,1,Single,14044,16,0
25,12618,9,1029,512,0,Married,11594,39,1
38,9446,14,978,442,5,Married,1629,21,0
18,4823,15,8709,688,4,Divorced,5496,60,0
25,17099,16,8974,673,5,Single,12796,24,0
46,19260,18,5129,351,1,Divorced,4645,49,0
49,8787,10,137,434,2,Single,6141,9,0
55,12196,4,8945,710,1,Divorced,9133,54,0
22,7380,4,4808,769,4,Married,6397,49,0
64,18392,13,2455,411,3,Divorced,14401,36,0
39,10702,25,7392,824,0,Married,14871,53,0
64,19892,7,8771,343,3,Married,7869,40,0
51,3682,4,3266,696,3,Single,4395,39,0
18,1989,6,4649,560,4,Divorced,14953,31,0
43,13476,15,8587,844,3,Divorced,5297,44,0
60,9446,13,5253,687,3,Divorced,13541,11,0
27,5711,36,5428,775,4,Divorced,2328,38,0
47,7479,40,5985,709,4,Single,10227,52,0
35,14161,3,2589,315,2,Single,13017,32,0
34,15635,35,7176,401,3,Single,1059,17,0
43,9075,16,3034,485,1,Married,9865,50,0
25,2007,35,169,324,0,Married,10570,13,0
64,8688,5,3239,371,5,Married,10947,14,0
57,11763,15,3415,317,0,Single,9776,6,0
29,4908,28,3568,631,4,Married,4414,10,0
44,12957,35,3484,396,5,Divorced,13928,12,0
25,5379,37,4835,311,4,Married,8930,23,0
42,17482,36,1841,310,2,Single,8550,59,0
63,1877,9,6878,462,3,Single,11606,45,0
21,16585,40,4552,582,4,Single,10787,29,1
50,19252,35,6844,540,4,Single,10163,31,1
18,18772,28,3026,344,0,Divorced,7400,15,0
36,19799,13,6189,554,3,Married,6087,45,1
48,3637,3,3965,366,2,Married,5912,49,0
33,8242,35,7184,341,4,Single,10737,53,0
31,10257,12,9793,683,4,Married,5112,17,0
65,9613,17,5479,533,4,Divorced,4183,59,0
22,3883,32,5380,784,0,Single,8896,27,0
58,2204,20,1146,338,4,Married,7847,32,0
43,17928,15,4326,310,4,Married,4100,8,0
45,12831,14,111,708,0,Married,10829,23,1
19,16464,4,592,407,4,Married,7143,10,0
23,18607,5,7413,393,3,Single,13919,19,0
26,14994,37,8179,383,3,Single,1713,30,0
50,7520,2,1238,357,0,Divorced,7847,57,0
58,1654,11,5983,592,3,Single,14572,36,0
42,19830,35,2794,315,5,Married,12526,26,0
65,9412,32,3598,776,5,Married,3591,53,1
30,4666,35,3803,464,5,Married,1882,59,0
26,5277,32,1526,736,2,Divorced,4180,43,1
30,19953,30,7909,702,4,Single,14545,53,1
48,6515,20,1969,685,2,Single,10371,25,1
58,10205,26,9143,437,3,Single,8698,19,0
28,16198,26,1502,830,0,Married,10577,25,1
21,4985,7,4467,592,5,Married,3998,42,0
51,14135,36,6407,774,0,Married,8987,51,1
55,9167,31,8301,761,2,Divorced,6006,35,0
63,8448,25,2354,672,3,Divorced,8955,48,1
21,4681,1,5319,461,4,Married,2637,58,0
55,17956,11,225,343,3,Divorced,8155,46,0
36,10524,21,3011,382,5,Divorced,8624,25,0
23,5753,16,4126,838,3,Divorced,5448,12,0
51,8082,6,613,818,0,Single,4365,10,1
35,5002,3,98,710,1,Divorced,5960,36,1
30,6629,36,5458,640,5,Married,5948,34,0
58,13278,37,9002,388,4,Single,4996,20,0
40,9417,31,5916,529,5,Divorced,4952,30,0
36,2997,10,3337,317,5,Married,7398,18,0
62,9963,0,2699,580,4,Divorced,3046,49,0
28,16784,24,5917,721,5,Married,5429,29,1
18,5524,23,7517,637,0,Married,13222,20,0
41,4407,16,1019,565,3,Divorced,8810,29,1
24,7731,7,3025,654,0,Divorced,7714,31,1
42,8795,26,3528,659,3,Single,13810,24,1
38,12332,17,3886,516,1,Divorced,2895,29,1
32,3911,26,6231,620,5,Married,8171,24,0
18,19799,21,5182,511,1,Single,12059,47,1
29,17634,15,5578,502,2,Married,14324,22,1
24,16194,1,6729,452,3,Married,6014,53,0
32,5951,4,6961,728,0,Divorced,2202,10,0
38,9098,17,6013,586,0,Married,9221,9,0
36,17117,2,796,620,5,Divorced,4174,27,1
46,9102,26,1957,735,0,Married,8994,15,1
42,6565,16,3066,795,2,Single,12759,26,1
50,2173,15,2680,448,4,Divorced,4751,30,0
49,9624,5,4441,841,0,Single,12660,11,1
52,15394,6,2948,781,5,Divorced,513,35,1
61,14256,13,3731,625,1,Single,7687,34,1
55,1835,37,1101,328,0,Divorced,3303,16,0
43,19646,39,5484,558,0,Single,1388,16,1
28,12824,14,9229,374,0,Single,12220,53,0
52,5567,32,4231,797,5,Divorced,9888,51,0
25,4815,26,8983,715,4,Divorced,5040,32,0
63,17630,28,9970,639,0,Married,8590,24,0
31,3429,36,981,607,4,Married,2669,27,1
27,10182,4,9457,540,4,Divorced,12260,33,0
19,10118,28,5170,552,2,Divorced,10923,9,0
63,12630,31,8935,519,1,Single,10535,42,0
26,3607,5,2431,696,0,Single,4151,59,0
20,6930,1,8566,635,0,Married,12568,24,0
38,5022,5,9945,328,0,Married,8517,22,0
43,12991,3,6349,793,4,Married,11410,55,1
25,7617,28,3897,801,3,Single,8740,45,0
65,4151,24,7548,453,1,Single,680,41,0
19,6580,8,1991,530,5,Single,4378,28,1
23,8054,2,2928,401,0,Married,10109,55,0
45,8619,25,5430,476,3,Divorced,3964,33,0
46,16823,26,3446,531,3,Married,12111,16,1
43,14247,35,6775,311,3,Single,14976,19,0
42,5573,31,8783,485,1,Married,1029,18,0
29,16339,0,5161,565,3,Married,6271,29,0
22,4491,15,2569,434,5,Married,5179,21,0
51,1706,10,2872,330,0,Married,14565,33,0
65,16728,25,9368,755,5,Single,8440,35,0
54,7997,39,1335,558,0,Married,1786,49,1
32,6233,0,5413,403,2,Single,2690,46,0
61,6755,25,112,730,4,Married,9398,44,1
53,18718,27,3772,681,3,Single,11909,47,1
32,19231,8,5294,768,5,Divorced,8985,32,1
60,7851,21,1987,812,4,Single,2061,22,1
65,13126,7,4829,506,4,Single,6128,55,1
40,8865,26,1985,746,4,Divorced,13209,31,1
23,13118,38,5091,388,4,Divorced,14382,12,0
63,4317,18,252,494,4,Divorced,3111,40,0
61,13212,24,8315,713,0,Divorced,7060,20,0
60,12347,37,9428,421,1,Divorced,1160,21,0
62,11390,20,623,761,3,Divorced,3678,26,1
38,15863,23,3156,415,3,Married,3889,22,0
40,17548,23,3389,495,0,Married,10798,50,0
60,8060,18,3417,335,5,Divorced,3563,31,0
33,16504,1,9847,366,0,Single,6901,40,0
64,4057,13,9458,580,4,Single,8627,25,0
32,5428,31,2945,778,1,Divorced,3340,25,0
42,1402,31,9352,310,3,Married,12188,28,0
53,9605,27,8632,621,5,Married,11270,10,0
28,16761,38,2092,539,2,Single,6809,14,1
32,1867,39,2705,359,0,Divorced,7692,28,0
21,14779,39,3759,464,2,Married,6554,23,0
38,16155,12,5112,488,3,Divorced,10743,34,0
30,9210,11,553,786,0,Divorced,6646,16,1
39,1364,7,4904,391,3,Single,7061,48,0
36,16366,14,1112,588,0,Divorced,11101,53,1
51,7571,25,2777,808,5,Divorced,11645,13,1
31,17963,11,7097,374,3,Single,9060,32,0
21,15017,26,1314,727,2,Married,1038,7,1
65,7468,17,3493,684,1,Divorced,3427,28,1
63,5150,35,8290,352,5,Single,2893,26,0
44,14065,26,7473,474,5,Married,9422,15,0
46,5137,8,7015,773,0,Divorced,1396,43,0
64,13236,38,9671,660,2,Married,13855,9,0
45,17836,0,5710,569,3,Single,7367,26,0
52,13153,6,1222,706,2,Divorced,13351,42,1
25,14833,25,4583,423,5,Single,6845,60,0
33,2381,6,5520,675,0,Single,2868,48,0
59,9154,6,7872,691,2,Divorced,5059,17,0
53,2467,7,9196,481,3,Single,13822,53,0
47,14439,15,8668,335,4,Married,8247,57,0
35,18264,2,5431,511,5,Single,11372,58,1
19,13006,9,9327,433,1,Divorced,2880,51,0
30,4149,6,1705,790,1,Divorced,514,19,1
21,8892,20,517,737,5,Married,11820,57,1
43,17136,36,1220,345,4,Divorced,10045,25,0
42,2168,30,2506,700,0,Single,3635,52,0
47,13356,22,4325,787,2,Single,2777,13,1
28,4129,26,9383,731,2,Divorced,8702,32,0
24,16032,21,5479,727,4,Married,2156,42,1
48,3526,38,7436,816,4,Married,9939,46,0
61,12059,26,3090,761,3,Divorced,14548,26,1
27,4516,3,6497,480,3,Single,2160,53,0
56,11386,23,5168,444,1,Divorced,2263,40,0
30,4555,22,6993,564,0,Divorced,9233,49,0
48,17012,18,973,705,0,Married,2029,44,1
24,15157,2,5277,783,4,Single,8365,54,1
59,6111,26,8257,781,1,Married,6338,20,0
59,7752,2,6092,536,1,Married,7410,52,0
53,17829,27,2906,824,3,Single,9872,17,1
37,7364,16,570,638,2,Single,11380,58,1
21,4626,30,307,567,0,Single,3117,39,1
24,4875,9,3742,565,1,Divorced,14210,13,0
18,6497,21,8974,827,3,Single,3254,59,0
61,16979,29,765,391,3,Divorced,9620,42,0
62,12529,20,8964,547,3,Married,8601,35,0
59,17645,35,7814,318,2,Single,1926,8,0
64,14382,22,7735,689,1,Divorced,8567,35,0
30,5025,37,8036,687,4,Divorced,12351,34,0
39,11458,11,7596,394,4,Divorced,5708,6,0
38,14844,24,539,729,3,Divorced,14677,21,1
39,5175,19,7985,336,3,Married,10925,47,0
45,10174,6,2049,692,2,Single,12601,36,1
26,4443,28,3283,590,3,Single,13682,15,0
43,11725,28,4675,602,5,Single,6722,35,1
26,1693,12,1663,700,1,Single,14980,48,0
32,9347,2,6476,643,3,Single,8308,31,0
27,12780,1,9239,817,3,Single,2561,17,0
41,19196,15,3439,676,1,Divorced,14442,45,1
59,14841,29,8697,464,0,Single,12789,10,0
25,15254,37,7143,312,5,Divorced,3063,14,0
41,15021,5,3247,324,5,Married,3303,16,0
33,14368,6,3500,422,4,Divorced,6709,52,0
43,6724,4,1910,428,3,Married,2793,28,0
44,2407,6,732,846,1,Single,2125,22,1
54,9032,33,3513,608,4,Married,6309,48,1
21,15572,31,9763,735,2,Married,1071,18,0
41,18794,12,4609,481,0,Divorced,7899,22,0
36,8394,29,4456,342,3,Divorced,13223,28,0
53,17935,24,3335,703,0,Married,2900,44,1
56,12586,20,8168,562,3,Married,10403,14,0
27,13926,20,7056,369,3,Single,9074,23,0
42,1997,27,2753,591,3,Divorced,6329,60,0
35,15390,19,1372,513,0,Married,1583,23,1
36,7099,33,9636,446,5,Divorced,2449,35,0
53,14509,4,3376,324,2,Single,11209,47,0
27,6490,17,8481,622,5,Single,6030,49,0
50,6616,38,63,408,1,Married,5702,31,0
22,16958,10,3945,550,1,Single,12861,23,1
64,3248,16,329,781,5,Married,5930,26,1
52,18232,21,4858,474,2,Divorced,14861,46,0
61,11748,36,1963,646,2,Divorced,3997,46,1
51,11514,19,3088,469,3,Married,5996,47,0
50,9695,5,140,301,3,Married,12006,38,0
38,9070,33,4539,661,1,Married,5430,48,0
34,9894,13,2473,595,3,Divorced,11367,19,1
39,17698,22,5594,501,3,Divorced,3894,60,1
65,16123,19,3903,588,2,Single,9895,15,1
54,3376,12,5364,361,0,Single,1273,33,0
32,5378,40,449,801,5,Divorced,11748,19,1
52,12182,31,4446,425,4,Divorced,8293,24,0
45,1574,25,4694,348,4,Married,11005,31,0
24,14330,13,4806,478,3,Divorced,3097,15,0
49,9949,35,869,792,3,Divorced,10095,22,1
28,6670,7,6079,732,5,Single,12864,39,0
27,7567,39,7307,601,4,Single,8481,59,0
26,13716,21,3659,468,2,Married,13860,19,0
31,7117,21,3602,568,4,Single,3561,31,0
30,8837,15,8584,663,4,Married,3825,55,0
42,17587,26,9033,399,4,Divorced,1903,39,0
19,15531,9,2448,514,3,Divorced,3820,57,1
52,19376,24,7592,396,3,Married,7739,24,0
24,19627,30,2953,847,5,Single,7149,29,1
38,9498,20,5131,636,4,Single,14520,36,0
35,19071,26,1358,658,3,Divorced,7920,45,1
20,5109,16,9182,589,5,Single,7639,11,0
59,19244,32,9230,695,4,Married,1369,25,1
56,18106,30,8219,659,2,Divorced,6942,44,1
58,14521,25,387,646,3,Single,9775,50,1
28,9720,20,832,423,0,Divorced,14168,39,0
56,5893,35,8441,837,5,Divorced,14992,27,0
41,17727,0,9720,721,3,Single,1473,12,0
63,9400,3,4193,635,2,Married,9917,38,1
36,15606,3,1838,802,2,Single,10494,11,1
21,11139,25,9552,356,3,Single,14578,21,0
43,18303,3,9515,375,1,Single,14346,13,0
55,3044,8,891,765,5,Single,11656,50,1
59,17802,29,5588,584,4,Single,1688,28,1
49,19133,3,1305,685,4,Single,5647,23,1
56,18483,4,5283,558,2,Married,3943,19,1
62,4392,22,4548,776,3,Divorced,12626,55,0
63,11672,15,4192,310,1,Married,13101,41,0
53,15444,21,6452,559,5,Single,6184,20,1
57,7784,36,8453,692,0,Married,14095,10,0
54,18929,7,2340,668,4,Divorced,1821,58,1
50,2070,32,1793,483,5,Married,2523,51,0
53,2850,37,6394,315,5,Single,7240,53,0
20,13390,15,324,805,1,Divorced,5968,20,1
26,3939,4,9177,385,5,Single,13423,16,0
25,11095,15,7848,309,4,Single,14018,7,0
50,17301,6,8114,776,3,Divorced,13204,28,1
23,8194,0,6644,463,4,Divorced,938,29,0
