Age,Gender,Race,Marital Status,Education Level,Years of Experience,Skills Score,Culture Fit Score,Job Role Applied For,Hiring Decision
51,Prefer not to say,Asian,Single,High School,16,3,9,Marketing,Not Hired
29,Prefer not to say,Other,Single,Bachelor's,8,4,9,Management,Not Hired
36,Male,Asian,Divorced,PhD,11,2,2,Management,Not Hired
54,Prefer not to say,Hispanic,Divorced,PhD,21,10,4,HR,Hired
61,Female,Hispanic,Divorced,High School,11,7,2,Engineer,Not Hired
34,Male,Other,Single,PhD,5,10,7,Management,Hired
27,Female,Black,Single,Master's,8,1,3,Engineer,Not Hired
64,Prefer not to say,White,Divorced,Master's,36,3,9,Management,Hired
29,Male,Black,Single,High School,2,2,7,Engineer,Not Hired
33,Female,Black,Married,Bachelor's,33,9,8,Marketing,Hired
41,Prefer not to say,Black,Divorced,Bachelor's,7,8,9,Engineer,Not Hired
36,Prefer not to say,Black,Divorced,Bachelor's,9,3,8,Sales,Not Hired
25,Non-Binary,Prefer not to say,Married,Master's,40,5,7,Marketing,Hired
48,Prefer not to say,White,Married,PhD,8,3,9,Management,Not Hired
38,Female,Prefer not to say,Single,Master's,13,6,1,Management,Not Hired
34,Male,Asian,Married,PhD,36,5,4,HR,Not Hired
40,Non-Binary,Black,Divorced,Master's,26,2,4,Sales,Not Hired
54,Prefer not to say,Hispanic,Single,Bachelor's,40,10,5,HR,Hired
33,Prefer not to say,Other,Married,Bachelor's,31,8,8,Marketing,Hired
23,Prefer not to say,Other,Single,Bachelor's,3,6,10,HR,Not Hired
25,Female,Prefer not to say,Single,High School,1,3,1,Marketing,Not Hired
42,Non-Binary,Prefer not to say,Single,High School,32,1,6,HR,Hired
35,Female,Hispanic,Single,PhD,20,5,9,Engineer,Not Hired
42,Non-Binary,Black,Married,High School,0,2,10,Marketing,Not Hired
29,Male,White,Divorced,Master's,10,2,8,Marketing,Not Hired
32,Female,Asian,Divorced,Master's,0,9,2,Engineer,Not Hired
43,Female,Other,Married,PhD,10,10,7,Engineer,Hired
58,Male,Asian,Divorced,PhD,6,7,5,Sales,Hired
62,Non-Binary,White,Single,Bachelor's,1,6,2,Engineer,Not Hired
43,Prefer not to say,Prefer not to say,Single,High School,14,1,1,HR,Not Hired
64,Male,Other,Single,Bachelor's,7,10,2,Engineer,Not Hired
49,Prefer not to say,Asian,Married,High School,25,2,10,Engineer,Not Hired
27,Prefer not to say,Prefer not to say,Single,High School,39,7,6,Marketing,Hired
33,Male,White,Single,PhD,34,3,8,Marketing,Hired
24,Non-Binary,Asian,Married,Bachelor's,40,2,3,Engineer,Not Hired
34,Prefer not to say,Black,Single,Bachelor's,40,6,5,Sales,Hired
40,Male,Prefer not to say,Single,High School,20,8,2,Marketing,Hired
43,Female,White,Divorced,High School,37,8,8,HR,Hired
38,Female,Asian,Married,PhD,7,2,4,HR,Not Hired
39,Female,Black,Single,Master's,31,6,10,Engineer,Hired
24,Male,Black,Single,Bachelor's,7,5,6,Engineer,Hired
31,Female,White,Single,Bachelor's,9,7,3,Sales,Hired
32,Prefer not to say,Hispanic,Single,PhD,22,4,8,Engineer,Not Hired
24,Female,Other,Divorced,PhD,3,2,8,Management,Not Hired
26,Female,White,Divorced,Bachelor's,37,10,3,Management,Hired
65,Prefer not to say,Black,Divorced,Bachelor's,29,3,9,Engineer,Hired
25,Female,Black,Divorced,High School,40,9,10,Management,Hired
40,Prefer not to say,White,Married,Master's,22,10,5,HR,Hired
46,Female,Hispanic,Single,Bachelor's,4,8,10,Engineer,Not Hired
35,Prefer not to say,Other,Divorced,PhD,20,9,9,HR,Hired
48,Female,Asian,Single,High School,5,5,7,HR,Hired
47,Prefer not to say,White,Married,High School,16,5,10,Management,Hired
56,Male,Other,Single,PhD,24,7,3,Sales,Hired
52,Prefer not to say,Other,Single,PhD,23,7,6,HR,Not Hired
35,Female,Prefer not to say,Divorced,High School,21,1,10,Management,Hired
59,Female,Black,Divorced,PhD,12,5,2,Sales,Not Hired
56,Non-Binary,Asian,Married,High School,16,8,6,Management,Hired
34,Prefer not to say,White,Single,PhD,13,7,5,Management,Hired
31,Male,Black,Divorced,High School,33,2,3,Engineer,Not Hired
48,Prefer not to say,Prefer not to say,Divorced,Bachelor's,25,8,7,Marketing,Hired
41,Prefer not to say,Prefer not to say,Divorced,Bachelor's,18,2,4,Sales,Not Hired
52,Male,Black,Married,PhD,25,10,6,Management,Hired
61,Prefer not to say,Hispanic,Single,Master's,2,1,9,HR,Not Hired
62,Male,Other,Divorced,Bachelor's,1,3,6,HR,Not Hired
51,Male,White,Single,High School,27,3,4,Marketing,Not Hired
20,Prefer not to say,White,Married,Master's,1,6,10,Sales,Hired
54,Prefer not to say,White,Single,High School,21,3,2,Engineer,Not Hired
60,Female,Black,Divorced,High School,6,7,9,Sales,Hired
57,Female,Hispanic,Single,Bachelor's,3,8,4,HR,Not Hired
43,Non-Binary,Asian,Single,PhD,37,3,4,HR,Not Hired
40,Non-Binary,Prefer not to say,Married,PhD,38,9,2,Engineer,Hired
61,Prefer not to say,Black,Married,High School,19,1,5,Engineer,Not Hired
56,Male,Asian,Single,Bachelor's,5,3,6,HR,Not Hired
32,Non-Binary,Prefer not to say,Single,High School,8,3,10,Management,Hired
21,Prefer not to say,Prefer not to say,Single,Master's,30,7,6,Management,Hired
46,Non-Binary,Hispanic,Married,High School,25,5,3,Engineer,Hired
39,Male,Other,Married,Bachelor's,35,4,9,Management,Hired
42,Prefer not to say,White,Single,High School,25,2,7,Engineer,Hired
30,Male,Asian,Married,Bachelor's,27,7,3,Sales,Hired
35,Prefer not to say,Black,Divorced,PhD,4,3,4,Sales,Not Hired
50,Non-Binary,Asian,Married,Bachelor's,9,7,7,Sales,Not Hired
33,Female,Other,Married,Master's,17,10,8,Engineer,Hired
62,Non-Binary,White,Married,Bachelor's,14,7,6,Engineer,Hired
59,Non-Binary,Asian,Divorced,Master's,32,2,4,Management,Not Hired
61,Female,Other,Divorced,Master's,4,7,2,Management,Not Hired
19,Female,Black,Divorced,High School,36,6,10,Management,Hired
52,Prefer not to say,Hispanic,Single,Master's,39,10,8,Marketing,Hired
59,Prefer not to say,Prefer not to say,Single,Bachelor's,21,4,1,Engineer,Not Hired
51,Male,Black,Divorced,PhD,21,5,9,Sales,Hired
47,Male,White,Single,Bachelor's,21,8,8,Sales,Hired
30,Non-Binary,Prefer not to say,Single,PhD,14,5,3,Marketing,Not Hired
30,Female,Black,Single,Master's,16,3,10,Marketing,Not Hired
35,Male,Black,Divorced,High School,27,2,4,Sales,Hired
49,Non-Binary,Black,Married,Master's,21,6,10,Engineer,Hired
49,Female,Black,Divorced,Master's,20,6,4,Sales,Not Hired
52,Prefer not to say,Prefer not to say,Divorced,PhD,16,7,2,Sales,Hired
56,Non-Binary,White,Single,Bachelor's,4,8,10,Marketing,Not Hired
63,Prefer not to say,Other,Single,High School,17,4,5,Marketing,Not Hired
46,Male,Asian,Married,High School,16,8,3,Management,Not Hired
46,Male,Hispanic,Married,High School,3,1,1,Marketing,Not Hired
61,Female,Asian,Married,High School,6,6,2,Sales,Not Hired
33,Non-Binary,Asian,Married,Bachelor's,24,6,7,Management,Hired
61,Prefer not to say,Hispanic,Divorced,High School,36,3,1,Sales,Not Hired
64,Female,Prefer not to say,Married,PhD,39,9,2,Engineer,Hired
27,Male,White,Divorced,PhD,39,5,10,Engineer,Hired
47,Male,Hispanic,Single,High School,8,1,7,Marketing,Not Hired
42,Non-Binary,White,Married,High School,18,7,1,Management,Not Hired
56,Prefer not to say,Prefer not to say,Single,Bachelor's,8,10,7,HR,Hired
37,Non-Binary,Asian,Single,Bachelor's,22,3,8,Engineer,Hired
22,Prefer not to say,White,Divorced,High School,30,10,2,Engineer,Hired
18,Prefer not to say,Prefer not to say,Married,Bachelor's,31,10,4,Engineer,Hired
47,Non-Binary,Prefer not to say,Divorced,Master's,30,4,7,Engineer,Hired
20,Female,Other,Single,High School,16,6,1,Marketing,Not Hired
62,Non-Binary,Hispanic,Married,Bachelor's,38,8,6,Management,Hired
31,Non-Binary,Other,Single,PhD,21,4,5,Engineer,Hired
47,Male,Asian,Single,High School,34,9,6,Marketing,Hired
21,Male,Hispanic,Married,High School,29,8,8,Management,Hired
35,Non-Binary,Asian,Married,PhD,39,10,1,Management,Hired
54,Non-Binary,Other,Married,PhD,36,10,3,HR,Hired
42,Male,Prefer not to say,Divorced,Bachelor's,25,6,9,Sales,Hired
65,Prefer not to say,Asian,Divorced,PhD,5,7,8,Engineer,Hired
18,Non-Binary,Hispanic,Single,Master's,33,8,4,Marketing,Hired
63,Female,Hispanic,Married,High School,31,2,10,Management,Hired
32,Female,Asian,Single,Master's,24,5,9,HR,Hired
26,Female,Hispanic,Single,Bachelor's,12,7,7,Sales,Hired
32,Non-Binary,Prefer not to say,Single,PhD,37,8,2,Management,Hired
41,Prefer not to say,Prefer not to say,Single,High School,37,5,1,Management,Hired
21,Prefer not to say,Hispanic,Single,PhD,1,3,1,Engineer,Not Hired
29,Male,Asian,Married,PhD,4,6,3,Sales,Not Hired
54,Non-Binary,Other,Divorced,Bachelor's,10,5,10,Sales,Hired
54,Prefer not to say,Hispanic,Married,Bachelor's,10,8,2,Marketing,Hired
60,Non-Binary,Hispanic,Married,Bachelor's,23,9,4,HR,Hired
23,Male,Hispanic,Married,Bachelor's,13,9,8,Marketing,Hired
56,Male,Hispanic,Divorced,High School,29,6,5,HR,Hired
63,Male,Asian,Divorced,Master's,39,4,5,Marketing,Hired
41,Female,Other,Divorced,Master's,34,4,6,HR,Hired
28,Non-Binary,Other,Married,High School,20,9,5,Engineer,Hired
30,Male,White,Divorced,PhD,4,4,5,HR,Not Hired
51,Non-Binary,Hispanic,Single,High School,37,8,7,Marketing,Hired
42,Female,Hispanic,Divorced,Master's,1,9,6,Sales,Not Hired
24,Female,White,Married,Master's,39,5,10,Management,Hired
21,Male,Other,Married,High School,36,6,2,HR,Not Hired
25,Male,Black,Single,Bachelor's,33,3,1,HR,Not Hired
37,Prefer not to say,Prefer not to say,Divorced,PhD,10,5,1,Sales,Not Hired
46,Non-Binary,Black,Divorced,High School,35,5,4,Engineer,Hired
62,Male,Other,Single,Master's,10,2,2,Marketing,Not Hired
63,Prefer not to say,Hispanic,Married,Bachelor's,8,10,6,Engineer,Hired
27,Non-Binary,Black,Married,PhD,5,6,9,HR,Hired
60,Male,Asian,Divorced,Master's,33,9,10,HR,Hired
51,Prefer not to say,Asian,Divorced,PhD,36,7,10,Engineer,Hired
43,Prefer not to say,White,Divorced,Bachelor's,31,8,8,Marketing,Hired
58,Non-Binary,Other,Divorced,Master's,11,2,4,HR,Not Hired
20,Prefer not to say,Other,Divorced,Bachelor's,31,9,2,HR,Not Hired
23,Non-Binary,Black,Married,High School,16,3,1,Engineer,Not Hired
22,Non-Binary,Hispanic,Married,High School,3,10,7,Management,Not Hired
22,Non-Binary,Other,Married,PhD,32,5,10,Sales,Hired
64,Female,Black,Married,Bachelor's,8,7,3,HR,Not Hired
40,Prefer not to say,Black,Single,Bachelor's,33,4,6,Marketing,Hired
26,Non-Binary,Prefer not to say,Married,PhD,38,7,5,Management,Hired
52,Male,Prefer not to say,Single,PhD,29,8,5,Engineer,Hired
37,Female,Other,Married,PhD,19,10,2,Engineer,Not Hired
59,Female,Black,Divorced,High School,38,10,9,Marketing,Hired
52,Prefer not to say,White,Divorced,PhD,22,4,4,Management,Not Hired
35,Non-Binary,White,Divorced,High School,40,5,10,Marketing,Hired
34,Prefer not to say,Prefer not to say,Single,PhD,34,3,1,HR,Hired
41,Female,Other,Married,Bachelor's,22,5,2,Management,Hired
20,Non-Binary,Hispanic,Married,Bachelor's,38,8,9,Sales,Hired
49,Male,White,Single,PhD,22,3,7,Sales,Hired
52,Non-Binary,White,Single,PhD,36,5,10,Marketing,Hired
55,Female,Prefer not to say,Single,High School,22,10,2,Sales,Not Hired
30,Male,Prefer not to say,Single,Master's,38,1,7,Marketing,Hired
64,Non-Binary,Other,Single,High School,27,2,4,HR,Hired
42,Male,Prefer not to say,Divorced,Bachelor's,18,3,10,HR,Hired
26,Male,Asian,Married,PhD,29,1,2,Marketing,Not Hired
21,Female,Black,Single,Bachelor's,20,9,4,HR,Hired
31,Male,White,Divorced,Master's,23,9,5,Sales,Hired
54,Prefer not to say,Asian,Single,High School,20,5,4,HR,Not Hired
51,Female,Hispanic,Divorced,Bachelor's,25,4,3,Sales,Hired
28,Prefer not to say,Asian,Single,High School,35,5,6,Sales,Hired
58,Male,Other,Married,PhD,25,4,1,Engineer,Not Hired
20,Prefer not to say,Hispanic,Single,Bachelor's,32,5,8,HR,Hired
45,Non-Binary,Hispanic,Single,Master's,35,7,5,HR,Hired
46,Male,Prefer not to say,Married,High School,3,8,8,Marketing,Hired
26,Non-Binary,Asian,Married,High School,8,2,10,Marketing,Not Hired
20,Prefer not to say,Other,Single,Master's,7,4,4,Management,Not Hired
42,Non-Binary,White,Married,Bachelor's,1,8,4,Sales,Hired
51,Male,Prefer not to say,Married,Bachelor's,28,7,5,Engineer,Hired
29,Non-Binary,Asian,Divorced,High School,22,9,5,Sales,Hired
59,Prefer not to say,White,Married,Master's,5,5,6,HR,Not Hired
26,Prefer not to say,Asian,Married,High School,35,6,5,Management,Hired
32,Prefer not to say,Prefer not to say,Single,High School,20,8,5,Sales,Hired
57,Male,White,Single,PhD,21,5,8,Management,Hired
42,Prefer not to say,Prefer not to say,Divorced,Bachelor's,8,9,6,Sales,Hired
22,Male,Asian,Single,Bachelor's,33,4,2,HR,Hired
28,Non-Binary,Hispanic,Married,PhD,25,8,4,HR,Hired
51,Prefer not to say,Black,Married,Bachelor's,0,3,4,Sales,Not Hired
41,Non-Binary,Hispanic,Married,Bachelor's,35,5,5,Engineer,Hired
32,Female,Prefer not to say,Single,Bachelor's,4,8,6,HR,Not Hired
55,Non-Binary,Prefer not to say,Married,Master's,40,10,5,Marketing,Hired
25,Female,Prefer not to say,Married,PhD,21,7,6,Engineer,Hired
22,Non-Binary,White,Divorced,High School,3,1,8,Sales,Not Hired
65,Male,Other,Divorced,Master's,1,4,4,Engineer,Not Hired
43,Non-Binary,Prefer not to say,Divorced,High School,15,2,3,Marketing,Not Hired
35,Male,Hispanic,Single,PhD,15,2,9,HR,Not Hired
23,Male,Black,Married,PhD,21,7,3,HR,Not Hired
54,Prefer not to say,Prefer not to say,Married,PhD,0,3,8,HR,Not Hired
65,Male,Prefer not to say,Married,Bachelor's,14,3,10,Marketing,Hired
30,Female,Prefer not to say,Divorced,Master's,23,6,5,Engineer,Hired
45,Prefer not to say,White,Married,PhD,3,6,9,Sales,Not Hired
22,Prefer not to say,Prefer not to say,Married,High School,17,1,3,Sales,Not Hired
30,Non-Binary,Hispanic,Married,Bachelor's,16,1,10,Engineer,Not Hired
34,Male,Asian,Married,Bachelor's,6,6,10,HR,Not Hired
57,Male,Other,Married,Master's,9,7,8,Sales,Hired
62,Female,Prefer not to say,Single,Master's,0,9,7,HR,Hired
49,Non-Binary,White,Married,Master's,1,4,7,Management,Not Hired
46,Non-Binary,Hispanic,Single,Bachelor's,21,10,10,Management,Hired
20,Prefer not to say,Prefer not to say,Married,PhD,31,6,9,Sales,Hired
57,Prefer not to say,White,Single,High School,28,3,8,Engineer,Not Hired
51,Prefer not to say,Asian,Married,PhD,34,4,3,Engineer,Not Hired
57,Female,Black,Married,High School,16,9,6,Engineer,Hired
44,Female,Prefer not to say,Married,PhD,11,1,6,HR,Not Hired
30,Prefer not to say,Hispanic,Married,Master's,23,5,5,Management,Not Hired
62,Non-Binary,White,Divorced,High School,29,7,3,HR,Hired
50,Female,White,Married,Bachelor's,29,3,9,Marketing,Hired
23,Non-Binary,Prefer not to say,Single,High School,19,2,7,Marketing,Not Hired
41,Non-Binary,White,Divorced,Bachelor's,6,2,4,Sales,Not Hired
36,Male,Black,Divorced,PhD,37,1,6,Marketing,Hired
33,Prefer not to say,White,Married,Master's,6,5,5,Engineer,Not Hired
57,Male,Other,Single,High School,29,3,1,Sales,Not Hired
45,Prefer not to say,Other,Single,Bachelor's,11,7,2,Management,Not Hired
50,Prefer not to say,White,Divorced,PhD,30,1,1,Management,Not Hired
65,Non-Binary,Prefer not to say,Single,Master's,17,9,9,Marketing,Hired
58,Prefer not to say,Other,Married,Master's,1,2,9,Marketing,Not Hired
30,Non-Binary,Hispanic,Married,Master's,32,8,5,Management,Hired
60,Non-Binary,Other,Married,PhD,10,10,8,Marketing,Hired
62,Prefer not to say,White,Married,PhD,33,4,10,Marketing,Hired
42,Non-Binary,Prefer not to say,Married,PhD,15,6,4,HR,Not Hired
59,Non-Binary,Asian,Divorced,Master's,34,9,1,Management,Hired
53,Non-Binary,Prefer not to say,Married,High School,32,7,4,Management,Hired
44,Female,Prefer not to say,Married,Bachelor's,20,8,7,Marketing,Hired
55,Non-Binary,Prefer not to say,Divorced,PhD,19,7,2,Engineer,Not Hired
24,Female,Hispanic,Divorced,High School,7,2,2,HR,Not Hired
22,Female,Black,Divorced,Bachelor's,25,9,6,Engineer,Hired
60,Non-Binary,White,Single,Master's,32,1,9,Marketing,Hired
62,Non-Binary,Black,Single,High School,25,2,3,Management,Not Hired
48,Female,Asian,Married,Master's,36,3,7,Engineer,Hired
40,Female,Black,Married,Bachelor's,29,3,10,Sales,Hired
59,Non-Binary,White,Married,PhD,30,10,9,Engineer,Hired
27,Non-Binary,White,Single,Master's,32,4,9,Management,Hired
49,Prefer not to say,Asian,Married,High School,10,5,4,Marketing,Hired
60,Female,White,Married,PhD,40,6,2,Engineer,Hired
47,Female,Asian,Single,High School,4,1,1,Marketing,Not Hired
56,Prefer not to say,Asian,Divorced,Bachelor's,1,8,6,HR,Hired
48,Female,White,Single,Bachelor's,12,6,5,Sales,Hired
35,Male,Other,Married,PhD,17,10,6,Management,Hired
53,Female,Asian,Single,High School,25,9,7,Management,Hired
19,Prefer not to say,White,Divorced,High School,24,5,9,Marketing,Hired
31,Male,Other,Divorced,High School,13,7,10,Sales,Hired
30,Non-Binary,Asian,Divorced,High School,4,4,10,Management,Hired
46,Prefer not to say,Other,Divorced,Bachelor's,1,6,6,Engineer,Hired
29,Prefer not to say,Hispanic,Divorced,High School,3,6,6,Management,Not Hired
56,Non-Binary,Prefer not to say,Divorced,Bachelor's,11,4,3,Engineer,Not Hired
19,Prefer not to say,Hispanic,Married,High School,10,6,8,Management,Not Hired
49,Female,Other,Married,High School,3,8,9,Engineer,Not Hired
30,Non-Binary,Asian,Single,Master's,8,5,1,HR,Not Hired
63,Prefer not to say,White,Married,Master's,9,2,6,Marketing,Not Hired
44,Non-Binary,Black,Divorced,High School,26,9,7,HR,Hired
58,Non-Binary,White,Married,Bachelor's,5,4,8,Engineer,Not Hired
34,Non-Binary,Black,Single,High School,14,4,10,Marketing,Hired
57,Male,Black,Divorced,Master's,30,7,8,Sales,Hired
48,Prefer not to say,Asian,Married,High School,21,10,7,Engineer,Hired
51,Male,Other,Married,Master's,5,10,8,Management,Hired
41,Prefer not to say,White,Single,High School,32,6,9,Management,Hired
62,Female,Other,Divorced,PhD,28,4,10,Sales,Hired
52,Female,Hispanic,Single,High School,20,6,7,HR,Hired
65,Female,Asian,Divorced,Bachelor's,29,3,3,Engineer,Not Hired
23,Prefer not to say,Asian,Divorced,Master's,20,7,9,Management,Hired
36,Non-Binary,Hispanic,Married,PhD,35,6,1,Marketing,Not Hired
47,Non-Binary,White,Single,Master's,21,3,8,Sales,Hired
24,Male,Prefer not to say,Single,Master's,19,1,6,HR,Not Hired
27,Male,Hispanic,Single,Bachelor's,21,10,3,HR,Hired
58,Female,White,Divorced,High School,39,5,9,Marketing,Hired
49,Male,Black,Single,Bachelor's,10,10,6,Marketing,Hired
51,Prefer not to say,Asian,Divorced,High School,30,2,7,Sales,Hired
45,Prefer not to say,White,Single,PhD,39,7,2,Marketing,Hired
32,Male,Other,Single,Bachelor's,12,7,1,Management,Not Hired
47,Male,Other,Married,Bachelor's,17,4,1,HR,Not Hired
54,Male,Asian,Single,Master's,21,6,3,Marketing,Not Hired
46,Male,Hispanic,Married,Bachelor's,16,1,3,Engineer,Not Hired
39,Female,Prefer not to say,Married,High School,37,2,8,Marketing,Hired
21,Female,Hispanic,Divorced,Bachelor's,24,6,7,HR,Hired
37,Male,White,Single,Bachelor's,31,2,10,Management,Hired
49,Prefer not to say,Hispanic,Single,PhD,14,4,8,Marketing,Not Hired
53,Female,Asian,Single,High School,12,4,1,Management,Not Hired
21,Prefer not to say,White,Married,Master's,25,10,4,Engineer,Hired
44,Non-Binary,Black,Single,High School,10,9,8,HR,Hired
34,Prefer not to say,Hispanic,Divorced,PhD,12,10,10,Sales,Hired
29,Male,Hispanic,Divorced,High School,32,7,2,HR,Hired
39,Non-Binary,Prefer not to say,Single,High School,36,7,7,Sales,Hired
34,Female,White,Married,Bachelor's,37,1,8,Sales,Hired
27,Female,Other,Divorced,Bachelor's,0,5,9,HR,Not Hired
18,Non-Binary,Hispanic,Divorced,High School,38,3,7,Sales,Hired
39,Prefer not to say,Asian,Married,High School,26,3,9,Management,Not Hired
43,Female,Hispanic,Divorced,Master's,35,6,2,Engineer,Hired
35,Male,Prefer not to say,Married,PhD,31,4,1,Marketing,Hired
31,Non-Binary,Black,Divorced,Bachelor's,40,8,1,Sales,Hired
64,Male,Prefer not to say,Married,Bachelor's,14,4,4,Sales,Not Hired
46,Non-Binary,Hispanic,Divorced,Bachelor's,30,8,1,HR,Hired
29,Female,Other,Single,Bachelor's,5,4,7,Management,Not Hired
53,Prefer not to say,Hispanic,Divorced,High School,24,3,8,Marketing,Not Hired
52,Non-Binary,White,Divorced,High School,17,5,3,Sales,Not Hired
29,Non-Binary,Hispanic,Single,Master's,21,5,1,Management,Not Hired
24,Male,Other,Single,Bachelor's,30,10,3,Marketing,Hired
46,Female,White,Single,Bachelor's,35,10,2,HR,Hired
28,Male,Asian,Single,High School,8,1,6,Sales,Not Hired
50,Female,White,Married,Master's,2,8,7,HR,Hired
23,Male,Prefer not to say,Married,High School,32,8,9,HR,Hired
64,Non-Binary,Black,Divorced,Bachelor's,26,8,5,Sales,Hired
32,Male,Prefer not to say,Divorced,Bachelor's,0,10,4,Management,Hired
49,Prefer not to say,White,Divorced,PhD,8,4,1,Management,Not Hired
28,Female,Asian,Married,PhD,4,9,6,HR,Hired
40,Female,Hispanic,Divorced,PhD,14,10,8,HR,Hired
43,Non-Binary,White,Divorced,Master's,8,3,4,Engineer,Not Hired
51,Female,Prefer not to say,Married,High School,27,7,1,Marketing,Not Hired
63,Prefer not to say,White,Divorced,Bachelor's,12,6,5,HR,Hired
51,Male,White,Married,Bachelor's,23,9,10,HR,Hired
46,Non-Binary,White,Married,Master's,9,4,5,Marketing,Not Hired
21,Prefer not to say,Asian,Single,Bachelor's,21,4,2,Sales,Not Hired
34,Female,Other,Single,Bachelor's,38,6,6,Management,Hired
52,Female,Other,Married,High School,21,8,10,Sales,Hired
30,Prefer not to say,White,Married,PhD,36,3,9,Marketing,Hired
58,Male,Asian,Single,PhD,38,8,6,Marketing,Hired
56,Male,Asian,Divorced,Master's,19,8,8,Engineer,Hired
